month	country	direction	code	category	measure	value	netto	quantity	region	district	meta_year	meta_month
08/2017	CN	ИМ	8483402500	ВАЛЫ ТРАНСМИССИОННЫЕ (ВКЛЮЧАЯ КУЛАЧКОВЫЕ И КОЛЕНЧАТЫЕ) И КРИВОШИПЫ; КОРПУСА ПОДШИПНИКОВ И ПОДШИПНИКИ СКОЛЬЖЕНИЯ ДЛЯ ВАЛОВ; ШЕСТЕРНИ И ЗУБЧАТЫЕ ПЕРЕДАЧИ; ШАРИКОВЫЕ ИЛИ РОЛИКОВЫЕ ВИНТОВЫЕ ПЕРЕДАЧИ; КОРОБКИ ПЕРЕДАЧ И ДРУГИЕ ВАРИАТОРЫ СКОРОСТИ, ВКЛЮЧАЯ ГИДРОТРАНСФОРМАТОРЫ; МАХОВИКИ И ШКИВЫ, ВКЛЮЧАЯ БЛОКИ ШКИВОВ; МУФТЫ И УСТРОЙСТВА ДЛЯ СОЕДИНЕНИЯ ВАЛОВ (ВКЛЮЧАЯ УНИВЕРСАЛЬНЫЕ ШАРНИРЫ)	ШТ	11678	1600	1	71000	5	2017	8
08/2017	US	ИМ	7326200009	ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ ПРОЧИЕ	1	342	47	0	46000	1	2017	8
08/2017	DE	ИМ	8418690008	ХОЛОДИЛЬНИКИ, МОРОЗИЛЬНИКИ И ПРОЧЕЕ ХОЛОДИЛЬНОЕ ИЛИ МОРОЗИЛЬНОЕ ОБОРУДОВАНИЕ ЭЛЕКТРИЧЕСКОЕ ИЛИ ДРУГИХ ТИПОВ; ТЕПЛОВЫЕ НАСОСЫ, КРОМЕ УСТАНОВОК ДЛЯ КОНДИЦИОНИРОВАНИЯ ВОЗДУХА ТОВАРНОЙ ПОЗИЦИИ 8415	1	292	1	0	36000	4	2017	8
08/2017	IT	ИМ	8418509009	ХОЛОДИЛЬНИКИ, МОРОЗИЛЬНИКИ И ПРОЧЕЕ ХОЛОДИЛЬНОЕ ИЛИ МОРОЗИЛЬНОЕ ОБОРУДОВАНИЕ ЭЛЕКТРИЧЕСКОЕ ИЛИ ДРУГИХ ТИПОВ; ТЕПЛОВЫЕ НАСОСЫ, КРОМЕ УСТАНОВОК ДЛЯ КОНДИЦИОНИРОВАНИЯ ВОЗДУХА ТОВАРНОЙ ПОЗИЦИИ 8415	ШТ	160551	11083	114	45000	1	2017	8
08/2017	FR	ИМ	8414308902	НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ; ГАЗОНЕПРОНИЦАЕМЫЕ ШКАФЫ БИОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ	ШТ	29248	3075	318	45000	1	2017	8
08/2017	JP	ИМ	8414308105	НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ; ГАЗОНЕПРОНИЦАЕМЫЕ ШКАФЫ БИОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ	ШТ	49698	2678	430	41000	2	2017	8
08/2017	TW	ИМ	8407290000	ДВИГАТЕЛИ ВНУТРЕННЕГО СГОРАНИЯ С ИСКРОВЫМ ЗАЖИГАНИЕМ, С ВРАЩАЮЩИМСЯ ИЛИ ВОЗВРАТНО-ПОСТУПАТЕЛЬНЫМ ДВИЖЕНИЕМ ПОРШНЯ	ШТ	10873	120	1	64000	7	2017	8
08/2017	CH	ИМ	9029100009	СЧЕТЧИКИ ЧИСЛА ОБОРОТОВ, СЧЕТЧИКИ КОЛИЧЕСТВА ПРОДУКЦИИ, ТАКСОМЕТРЫ, СЧЕТЧИКИ ПРОЙДЕННОГО РАССТОЯНИЯ В МИЛЯХ, ШАГОМЕРЫ И АНАЛОГИЧНЫЕ ПРИБОРЫ; СПИДОМЕТРЫ И ТАХОМЕТРЫ, КРОМЕ ПРИБОРОВ И ИНСТРУМЕНТОВ ТОВАРНОЙ ПОЗИЦИИ 9014 ИЛИ 9015; СТРОБОСКОПЫ	1	2131	1	0	46000	1	2017	8
08/2017	CN	ИМ	9209997000	ЧАСТИ (НАПРИМЕР, МЕХАНИЗМЫ ДЛЯ МУЗЫКАЛЬНЫХ ШКАТУЛОК) И ПРИНАДЛЕЖНОСТИ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ (НАПРИМЕР, КАРТЫ, ДИСКИ И ВАЛИКИ ДЛЯ МЕХАНИЧЕСКИХ ИНСТРУМЕНТОВ); МЕТРОНОМЫ, КАМЕРТОНЫ И ТРУБЫ С ФИКСИРОВАННОЙ ВЫСОТОЙ ЗВУКА ВСЕХ ВИДОВ	1	38599	758	0	40000	2	2017	8
08/2017	DE	ИМ	4016995209	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1	33977	401	0	75000	5	2017	8
08/2017	FR	ИМ	9026108900	ПРИБОРЫ И АППАРАТУРА ДЛЯ ИЗМЕРЕНИЯ ИЛИ КОНТРОЛЯ РАСХОДА, УРОВНЯ, ДАВЛЕНИЯ ИЛИ ДРУГИХ ПЕРЕМЕННЫХ ХАРАКТЕРИСТИК ЖИДКОСТЕЙ ИЛИ ГАЗОВ (НАПРИМЕР, РАСХОДОМЕРЫ, УКАЗАТЕЛИ УРОВНЯ, МАНОМЕТРЫ, ТЕПЛОМЕРЫ), КРОМЕ ПРИБОРОВ И АППАРАТУРЫ ТОВАРНОЙ ПОЗИЦИИ 9014, 9015, 9028 ИЛИ 9032	ШТ	10968	0	1	5000	7	2017	8
08/2017	AU	ИМ	4009220009	ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, БЕЗ ФИТИНГОВ ИЛИ С ФИТИНГАМИ (НАПРИМЕР, СОЕДИНЕНИЯМИ, ПАТРУБКАМИ, ФЛАНЦАМИ)	1	2770	156	0	45000	1	2017	8
08/2017	CN	ИМ	3925908001	ДЕТАЛИ СТРОИТЕЛЬНЫЕ ИЗ ПЛАСТМАСС, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	45326	18041	0	5000	7	2017	8
08/2017	ES	ИМ	8509800000	МАШИНЫ ЭЛЕКТРОМЕХАНИЧЕСКИЕ БЫТОВЫЕ СО ВСТРОЕННЫМ ЭЛЕКТРОДВИГАТЕЛЕМ, КРОМЕ ПЫЛЕСОСОВ ТОВАРНОЙ ПОЗИЦИИ 8508	ШТ	1447	12	9	45000	1	2017	8
08/2017	UZ	ИМ	0805501000	ЦИТРУСОВЫЕ ПЛОДЫ, СВЕЖИЕ ИЛИ СУШЕНЫЕ	1	3295	1998	0	45000	1	2017	8
08/2017	IN	ИМ	8536109000	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1	6213	173	0	45000	1	2017	8
08/2017	FR	ИМ	2204213800	ВИНА ВИНОГРАДНЫЕ НАТУРАЛЬНЫЕ, ВКЛЮЧАЯ КРЕПЛЕНЫЕ; СУСЛО ВИНОГРАДНОЕ, КРОМЕ УКАЗАННОГО В ТОВАРНОЙ ПОЗИЦИИ 2009	Л	1544	419	252	8000	7	2017	8
08/2017	KR	ИМ	8536900100	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1	174793	4925	0	40000	2	2017	8
08/2017	AZ	ИМ	2008809000	ФРУКТЫ, ОРЕХИ И ПРОЧИЕ СЪЕДОБНЫЕ ЧАСТИ РАСТЕНИЙ, ПРИГОТОВЛЕННЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ ИНЫМ СПОСОБОМ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ ИЛИ СПИРТА, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	1010	1395	0	45000	1	2017	8
08/2017	PL	ИМ	3402909000	ВЕЩЕСТВА ПОВЕРХНОСТНО-АКТИВНЫЕ ОРГАНИЧЕСКИЕ (КРОМЕ МЫЛА); ПОВЕРХНОСТНО-АКТИВНЫЕ СРЕДСТВА, МОЮЩИЕ СРЕДСТВА (ВКЛЮЧАЯ ВСПОМОГАТЕЛЬНЫЕ МОЮЩИЕ СРЕДСТВА) И СРЕДСТВА ЧИСТЯЩИЕ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ МЫЛО (КРОМЕ СРЕДСТВ ТОВАРНОЙ ПОЗИЦИИ 3401)	1	578	458	0	29000	1	2017	8
08/2017	KZ	ИМ	6202131000	ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6204	ШТ	161616	1249	1514	45000	1	2017	8
08/2017	MA	ИМ	6406909000	ДЕТАЛИ ОБУВИ (ВКЛЮЧАЯ ЗАГОТОВКИ ВЕРХА ОБУВИ С ПРИКРЕПЛЕННОЙ ИЛИ НЕПРИКРЕПЛЕННОЙ ОСНОВНОЙ СТЕЛЬКОЙ); ВКЛАДНЫЕ СТЕЛЬКИ, ПОДПЯТОЧНИКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ; ГЕТРЫ, ГАМАШИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, И ИХ ДЕТАЛИ	1	48	0	0	45000	1	2017	8
08/2017	CN	ИМ	6209300000	ДЕТСКАЯ ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ДЕТСКОЙ ОДЕЖДЕ	1	356755	16288	0	5000	7	2017	8
08/2017	KR	ИМ	4013100009	КАМЕРЫ РЕЗИНОВЫЕ	ШТ	2818	1634	1380	5000	7	2017	8
08/2017	VN	ИМ	4602199000	КОРЗИНОЧНЫЕ, ПЛЕТЕНЫЕ И ДРУГИЕ ИЗДЕЛИЯ, ИЗГОТОВЛЕННЫЕ НЕПОСРЕДСТВЕННО ПО ФОРМЕ ИЗ МАТЕРИАЛОВ ДЛЯ ПЛЕТЕНИЯ ИЛИ ИЗ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 4601; ИЗДЕЛИЯ ИЗ ЛЮФЫ	1	3802	2970	0	41000	2	2017	8
08/2017	PL	ИМ	9405409109	СВЕТИЛЬНИКИ И ОСВЕТИТЕЛЬНОЕ ОБОРУДОВАНИЕ, ВКЛЮЧАЯ ПРОЖЕКТОРЫ, ЛАМПЫ УЗКОНАПРАВЛЕННОГО СВЕТА, ФАРЫ И ИХ ЧАСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; СВЕТОВЫЕ ВЫВЕСКИ, СВЕТОВЫЕ ТАБЛИЧКИ С ИМЕНЕМ ИЛИ НАЗВАНИЕМ, ИЛИ АДРЕСОМ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИМЕЮЩИЕ ВСТРОЕННЫЙ ИСТОЧНИК СВЕТА, И ИХ ЧАСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	11822	199	0	40000	2	2017	8
08/2017	TW	ИМ	9405409109	СВЕТИЛЬНИКИ И ОСВЕТИТЕЛЬНОЕ ОБОРУДОВАНИЕ, ВКЛЮЧАЯ ПРОЖЕКТОРЫ, ЛАМПЫ УЗКОНАПРАВЛЕННОГО СВЕТА, ФАРЫ И ИХ ЧАСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; СВЕТОВЫЕ ВЫВЕСКИ, СВЕТОВЫЕ ТАБЛИЧКИ С ИМЕНЕМ ИЛИ НАЗВАНИЕМ, ИЛИ АДРЕСОМ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИМЕЮЩИЕ ВСТРОЕННЫЙ ИСТОЧНИК СВЕТА, И ИХ ЧАСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	304	2	0	46000	1	2017	8
08/2017	SE	ИМ	1806209500	ШОКОЛАД И ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО	1	78846	18000	0	45000	1	2017	8
08/2017	NL	ИМ	1806329000	ШОКОЛАД И ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО	1	105386	13306	0	45000	1	2017	8
08/2017	AU	ИМ	8412212009	ДВИГАТЕЛИ И СИЛОВЫЕ УСТАНОВКИ ПРОЧИЕ	ШТ	1902206	10915	8	45000	1	2017	8
08/2017	UA	ИМ	7222208900	ПРУТКИ ПРОЧИЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ; УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ	1	3206	592	0	14000	1	2017	8
08/2017	JP	ИМ	7318163009	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1	17	1	0	4000	6	2017	8
08/2017	LI	ИМ	2916140000	КИСЛОТЫ АЦИКЛИЧЕСКИЕ МОНОКАРБОНОВЫЕ НЕНАСЫЩЕННЫЕ, КИСЛОТЫ ЦИКЛИЧЕСКИЕ МОНОКАРБОНОВЫЕ, ИХ АНГИДРИДЫ, ГАЛОГЕНАНГИДРИДЫ, ПЕРОКСИДЫ И ПЕРОКСИКИСЛОТЫ; ИХ ГАЛОГЕНИРОВАННЫЕ, СУЛЬФИРОВАННЫЕ, НИТРОВАННЫЕ ИЛИ НИТРОЗИРОВАННЫЕ ПРОИЗВОДНЫЕ	1	556	23	0	45000	1	2017	8
08/2017	BY	ИМ	3402209000	ВЕЩЕСТВА ПОВЕРХНОСТНО-АКТИВНЫЕ ОРГАНИЧЕСКИЕ (КРОМЕ МЫЛА); ПОВЕРХНОСТНО-АКТИВНЫЕ СРЕДСТВА, МОЮЩИЕ СРЕДСТВА (ВКЛЮЧАЯ ВСПОМОГАТЕЛЬНЫЕ МОЮЩИЕ СРЕДСТВА) И СРЕДСТВА ЧИСТЯЩИЕ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ МЫЛО (КРОМЕ СРЕДСТВ ТОВАРНОЙ ПОЗИЦИИ 3401)	1	24727	31680	0	56000	4	2017	8
08/2017	CN	ИМ	9201101000	ФОРТЕПИАНО, ВКЛЮЧАЯ АВТОМАТИЧЕСКИЕ; КЛАВЕСИНЫ И ПРОЧИЕ КЛАВИШНЫЕ СТРУННЫЕ ИНСТРУМЕНТЫ	ШТ	19870	3450	15	40000	2	2017	8
08/2017	IT	ИМ	9031908500	ИЗМЕРИТЕЛЬНЫЕ ИЛИ КОНТРОЛЬНЫЕ ПРИБОРЫ, УСТРОЙСТВА И МАШИНЫ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ПРОЕКТОРЫ ПРОФИЛЬНЫЕ	1	3350	99	0	33000	4	2017	8
08/2017	IT	ИМ	9025198009	АРЕОМЕТРЫ И АНАЛОГИЧНЫЕ ПРИБОРЫ, ДЕЙСТВУЮЩИЕ ПРИ ПОГРУЖЕНИИ В ЖИДКОСТЬ, ТЕРМОМЕТРЫ, ПИРОМЕТРЫ, БАРОМЕТРЫ, ГИГРОМЕТРЫ И ПСИХРОМЕТРЫ, С ЗАПИСЫВАЮЩИМ УСТРОЙСТВОМ ИЛИ БЕЗ ЗАПИСЫВАЮЩЕГО УСТРОЙСТВА, И ЛЮБЫЕ КОМБИНАЦИИ ЭТИХ ПРИБОРОВ	ШТ	28872	1187	62352	41000	2	2017	8
08/2017	DE	ИМ	4805910000	БУМАГА И КАРТОН НЕМЕЛОВАННЫЕ ПРОЧИЕ, В РУЛОНАХ ИЛИ ЛИСТАХ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ ИЛИ ОБРАБОТАННЫЕ, КАК ЭТО УКАЗАНО В ПРИМЕЧАНИИ 3 К ДАННОЙ ГРУППЕ	1	5114	2988	0	45000	1	2017	8
08/2017	IT	ИМ	4408909509	ЛИСТЫ ДЛЯ ОБЛИЦОВКИ (ВКЛЮЧАЯ ПОЛУЧЕННЫЕ РАЗДЕЛЕНИЕМ СЛОИСТОЙ ДРЕВЕСИНЫ), ДЛЯ КЛЕЕНОЙ ФАНЕРЫ ИЛИ ДЛЯ АНАЛОГИЧНОЙ СЛОИСТОЙ ДРЕВЕСИНЫ И ПРОЧИЕ ЛЕСОМАТЕРИАЛЫ, ПОЛУЧЕННЫЕ РАСПИЛОВКОЙ ИЛИ РАСЩЕПЛЕНИЕМ ВДОЛЬ, СТРОГАНИЕМ ИЛИ ЛУЩЕНИЕМ, НЕ ОБРАБОТАННЫЕ ИЛИ ОБРАБОТАННЫЕ СТРОГАНИЕМ, ШЛИФОВАНИЕМ, СРАЩЕННЫЕ ИЛИ НЕ СРАЩЕННЫЕ, ИМЕЮЩИЕ ИЛИ НЕ ИМЕЮЩИЕ ТОРЦЕВЫЕ СОЕДИНЕНИЯ, ТОЛЩИНОЙ НЕ БОЛЕЕ 6 ММ	М3	13661	900	2	28000	1	2017	8
08/2017	KR	ИМ	4901100000	ПЕЧАТНЫЕ КНИГИ, БРОШЮРЫ, ЛИСТОВКИ И АНАЛОГИЧНЫЕ ПЕЧАТНЫЕ МАТЕРИАЛЫ, СБРОШЮРОВАННЫЕ ИЛИ В ВИДЕ ОТДЕЛЬНЫХ ЛИСТОВ	1	34	3	0	46000	1	2017	8
08/2017	VN	ИМ	5607491900	БЕЧЕВКИ, ВЕРЕВКИ, КАНАТЫ И ТРОСЫ, ПЛЕТЕНЫЕ ИЛИ НЕПЛЕТЕНЫЕ, ИЛИ В ОПЛЕТКЕ ИЛИ БЕЗ ОПЛЕТКИ, И ПРОПИТАННЫЕ ИЛИ НЕПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ БЕЗ ПОКРЫТИЯ, В ОБОЛОЧКЕ ИЛИ БЕЗ ОБОЛОЧКИ ИЗ РЕЗИНЫ ИЛИ ПЛАСТМАССЫ	1	39641	22396	0	5000	7	2017	8
08/2017	CN	ИМ	5903909900	ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ ДУБЛИРОВАННЫЕ ПЛАСТМАССАМИ, КРОМЕ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5902	М2	143	48	46	50000	6	2017	8
08/2017	BY	ИМ	2924190000	СОЕДИНЕНИЯ, СОДЕРЖАЩИЕ КАРБОКСАМИДНУЮ ФУНКЦИОНАЛЬНУЮ ГРУППУ; СОЕДИНЕНИЯ УГОЛЬНОЙ КИСЛОТЫ, СОДЕРЖАЩИЕ АМИДНУЮ ФУНКЦИОНАЛЬНУЮ ГРУППУ	1	1330	8	0	45000	1	2017	8
08/2017	FI	ИМ	4818209100	БУМАГА ТУАЛЕТНАЯ И АНАЛОГИЧНАЯ БУМАГА, ЦЕЛЛЮЛОЗНАЯ ВАТА ИЛИ ПОЛОТНО ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН ХОЗЯЙСТВЕННО-БЫТОВОГО ИЛИ САНИТАРНО-ГИГИЕНИЧЕСКОГО НАЗНАЧЕНИЯ, В РУЛОНАХ ШИРИНОЙ НЕ БОЛЕЕ 36 СМ ИЛИ РАЗРЕЗАННЫЕ ПО РАЗМЕРУ ИЛИ ФОРМЕ; НОСОВЫЕ ПЛАТКИ, КОСМЕТИЧЕСКИЕ САЛФЕТКИ, ПОЛОТЕНЦА, СКАТЕРТИ, САЛФЕТКИ, ПРОСТЫНИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ХОЗЯЙСТВЕННО-БЫТОВОГО, САНИТАРНО-ГИГИЕНИЧЕСКОГО ИЛИ МЕДИЦИНСКОГО НАЗНАЧЕНИЯ, ПРЕДМЕТЫ ОДЕЖДЫ И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ, ИЗ БУМАЖНОЙ МАССЫ, БУМАГИ, ЦЕЛЛЮЛОЗНОЙ ВАТЫ ИЛИ ПОЛОТНА ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН	1	6628	3807	0	40000	2	2017	8
08/2017	IT	ИМ	7320208908	ПРУЖИНЫ, РЕССОРЫ И ЛИСТЫ ДЛЯ НИХ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1	968	28	0	33000	4	2017	8
08/2017	PL	ИМ	8211940000	НОЖИ С РЕЖУЩИМИ ЛЕЗВИЯМИ, ПИЛООБРАЗНЫМИ ИЛИ НЕТ (ВКЛЮЧАЯ НОЖИ ДЛЯ ОБРЕЗКИ ДЕРЕВЬЕВ), КРОМЕ НОЖЕЙ ТОВАРНОЙ ПОЗИЦИИ 8208, И ЛЕЗВИЯ ДЛЯ НИХ	1	9	0	0	49000	2	2017	8
08/2017	PK	ИМ	6209200000	ДЕТСКАЯ ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ДЕТСКОЙ ОДЕЖДЕ	1	7139	168	0	45000	1	2017	8
08/2017	CN	ИМ	3922900000	ВАННЫ, ДУШИ, РАКОВИНЫ ДЛЯ СТОКА ВОДЫ, РАКОВИНЫ ДЛЯ УМЫВАНИЯ, БИДЕ, УНИТАЗЫ, СИДЕНЬЯ И КРЫШКИ ДЛЯ НИХ, БАЧКИ СЛИВНЫЕ И АНАЛОГИЧНЫЕ САНИТАРНО-ТЕХНИЧЕСКИЕ ИЗДЕЛИЯ, ИЗ ПЛАСТМАСС	1	25125	7011	0	65000	5	2017	8
08/2017	CN	ИМ	7326909409	ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ ПРОЧИЕ	1	191798	62801	0	27000	2	2017	8
08/2017	CN	ИМ	4811510009	БУМАГА, КАРТОН, ЦЕЛЛЮЛОЗНАЯ ВАТА И ПОЛОТНО ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН, С ПОКРЫТИЕМ, ПРОПИТАННЫЕ, ЛАМИНИРОВАННЫЕ, С ОКРАШЕННОЙ ИЛИ ДЕКОРИРОВАННОЙ ПОВЕРХНОСТЬЮ ИЛИ НАПЕЧАТАННЫЕ, В РУЛОНАХ ИЛИ ПРЯМОУГОЛЬНЫХ (ВКЛЮЧАЯ КВАДРАТНЫЕ) ЛИСТАХ ЛЮБОГО РАЗМЕРА, КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 4803, 4809 ИЛИ 4810	1	17098	7255	0	22000	4	2017	8
08/2017	DE	ИМ	7325999009	ИЗДЕЛИЯ ЛИТЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ ПРОЧИЕ	1	479	13	0	50000	6	2017	8
08/2017	ES	ИМ	7326909801	ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ ПРОЧИЕ	1	2465	317	0	40000	2	2017	8
